no:,name_docs:,legal_hierarchy:,legal_name:,number:,year:,reference:,tittle:,bab:,bab about:,bab index:,keypoint:
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,94,"Pendanaan Tugas Pembantuan dilakukan setelah penugasan Pemerintah kepada Kepala Daerah melalui kementerian negara/lembaga. Pelaksanaan Tugas Pembantuan didanai oleh Pemerintah dan dilakukan oleh SKPD yang ditetapkan oleh gubernur, bupati, atau walikota. Kepala Daerah harus melaporkan rencana kerja dan anggaran kementerian negara/lembaga kepada DPRD."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,95,Pasal ini menyatakan bahwa Dana Tugas Pembantuan merupakan bagian dari anggaran kementerian negara/lembaga yang dialokasikan berdasarkan rencana kerja dan anggaran kementerian negara/lembaga.
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,96,"Pasal ini mengatur tentang penyaluran Dana Tugas Pembantuan, di mana dana tersebut disalurkan melalui Rekening Kas Umum Negara. Kepala Daerah menetapkan Satuan Kerja Perangkat Daerah (SKPD) sebagai pelaksana kegiatan Tugas Pembantuan. Selain itu, sisa anggaran lebih dari pelaksanaan Tugas Pembantuan merupakan penerimaan kembali APBN, dan saldo kas harus disetor kembali ke Rekening Kas Umum Negara jika ada."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,97,"Penatausahaan keuangan Tugas Pembantuan harus terpisah dari Dekonsentrasi dan Desentralisasi. SKPD wajib menyelenggarakan penatausahaan uang/barang sesuai peraturan perundang-undangan. SKPD harus melaporkan pelaksanaan Tugas Pembantuan kepada Gubernur, bupati, atau walikota. Kepala Daerah harus melaporkan seluruh pelaksanaan Tugas Pembantuan kepada menteri negara/pimpinan lembaga yang menugaskan. Menteri negara/pimpinan lembaga juga harus melaporkan pelaksanaan Tugas Pembantuan secara nasional kepada Presiden"
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,98,"Pasal ini menyatakan bahwa semua barang yang diperoleh dari Dana Tugas Pembantuan menjadi milik Negara. Barang tersebut dapat dihibahkan kepada Daerah, dan jika dihibahkan, Daerah bertanggung jawab untuk mengelola dan merawat barang tersebut. Jika barang tidak dihibahkan, kementerian negara atau lembaga yang memberikan penugasan akan mengelolanya."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,99,"Pasal ini menyatakan bahwa aturan lebih lanjut mengenai penganggaran, penyaluran, pelaporan, pertanggungjawaban, dan penghibahan barang milik Negara yang diperoleh melalui pelaksanaan Dana Tugas Pembantuan akan diatur oleh Peraturan Pemerintah."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,11,DANA TUGAS PEMBANTUAN,100,"Pasal ini mengatur tentang pengawasan dan pemeriksaan terhadap Dana Tugas Pembantuan. Pengawasan dilakukan sesuai dengan peraturan perundang-undangan yang berlaku, sedangkan pemeriksaan dilakukan sesuai dengan aturan yang mengatur bidang Pemeriksaan Pengelolaan dan Tanggung Jawab Keuangan Negara."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,12,SISTEM INFORMASI KEUANGAN DAERAH,101,"Pemerintah bertugas menyelenggarakan Sistem Informasi Keuangan Daerah secara nasional. Tujuan utamanya adalah merumuskan kebijakan dan pengendalian fiskal nasional, menyajikan informasi keuangan daerah secara nasional, merumuskan kebijakan keuangan daerah, dan melakukan pemantauan serta pengendalian terhadap pendanaan desentralisasi dan defisit anggaran daerah."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,12,SISTEM INFORMASI KEUANGAN DAERAH,102,"Daerah memiliki kewajiban untuk menyampaikan informasi keuangan daerah yang dapat dipertanggungjawabkan kepada pemerintah. Mereka juga harus menyelenggarakan Sistem Informasi Keuangan Daerah yang mencakup beberapa aspek, seperti laporan APBD, neraca daerah, laporan arus kas, dan lainnya. Informasi ini harus disampaikan sesuai dengan Standar Akuntansi Pemerintahan. Jika daerah tidak memenuhi kewajibannya, Menteri Keuangan dapat memberlakukan sanksi berupa penundaan penyaluran Dana Perimbangan."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,12,SISTEM INFORMASI KEUANGAN DAERAH,103,"Pasal ini menyatakan bahwa informasi yang dimuat dalam Sistem Informasi Keuangan Daerah harus merupakan data terbuka yang dapat diketahui, diakses, dan diperoleh oleh masyarakat. Hal ini bertujuan untuk memastikan transparansi dan akuntabilitas dalam pengelolaan keuangan daerah."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,12,SISTEM INFORMASI KEUANGAN DAERAH,104,Pasal ini menyatakan bahwa penyelenggaraan Sistem Informasi Keuangan Daerah diatur lebih lanjut dengan Peraturan Pemerintah. Detail pelaksanaan sistem ini akan diatur melalui aturan lebih rinci yang dikeluarkan oleh pemerintah.
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,13,KETENTUAN PERALIHAN,105,Pasal ini menyatakan bahwa peraturan pelaksanaan Undang-Undang Nomor 25 Tahun 1999 tentang Perimbangan Keuangan antara Pemerintah dan Daerah masih berlaku selama belum diganti dengan peraturan pelaksanaan yang baru berdasarkan Undang-Undang ini. Peraturan pelaksanaan harus selesai dalam satu tahun sejak Undang-Undang ini diundangkan.
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,13,KETENTUAN PERALIHAN,106,"Pasal ini menyatakan tentang pelaksanaan tambahan Dana Bagi Hasil sektor minyak bumi dan gas bumi dimulai tahun anggaran 2009. Selain itu, pembagian penerimaan pertambangan minyak bumi dan gas bumi antara Pemerintah dan Daerah diatur berdasarkan persentase tertentu hingga tahun anggaran 2008."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,13,KETENTUAN PERALIHAN,107,"Pasal ini menyatakan bahwa DAU (Dana Alokasi Umum) ditetapkan minimal 25,5% dari Pendapatan Dalam Negeri Neto yang ditetapkan dalam APBN (Anggaran Pendapatan dan Belanja Negara) sejak berlakunya Undang-Undang ini sampai tahun anggaran 2007. Alokasi DAU tersebut akan dilaksanakan sepenuhnya mulai tahun anggaran 2008."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,13,KETENTUAN PERALIHAN,108,Pasal ini menyatakan bahwa Dana Dekonsentrasi dan Dana Tugas Pembantuan yang merupakan bagian dari anggaran kementerian negara/lembaga dan digunakan untuk melaksanakan urusan yang menjadi urusan daerah akan dialihkan secara bertahap menjadi Dana Alokasi Khusus. Pengalihan ini akan diatur lebih lanjut dalam Peraturan Pemerintah.
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,14,KETENTUAN PENUTUP,109,"Dengan berlakunya Undang-Undang ini, Undang-Undang Nomor 25 Tahun 1999 tentang Perimbangan Keuangan antara Pemerintah dan Daerah dinyatakan tidak berlaku. Namun, ketentuan yang mengatur tentang Dana Bagi Hasil untuk Provinsi Nanggroe Aceh Darussalam dan Provinsi Papua tetap berlaku kecuali ada peraturan lain yang mengaturnya."
16,Undang-Undang_No.33_Tahun_2004.pdf,2,UU dan PERPU,33,2004,,PERIMBANGAN KEUANGAN,14,KETENTUAN PENUTUP,110,"Pasal ini menyatakan bahwa Undang-Undang ini mulai berlaku pada tanggal diundangkan. Sejak tanggal itu, semua ketentuan dalam undang-undang ini berlaku dan menggantikan ketentuan yang relevan dari undang-undang sebelumnya yang disebutkan dalam Undang-Undang ini."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,1,KETENTUAN UMUM,1,"Pasal ini mendefinisikan beberapa istilah penting yang digunakan dalam Undang-Undang ini terkait dengan asuransi. Definisi meliputi asuransi, asuransi syariah, prinsip syariah, usaha perasuransian, dan jenis-jenis usaha perasuransian seperti asuransi umum, asuransi jiwa, dan reasuransi."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,2,RUANG LINGKUP USAHA PERASURANSIAN,2,"Pasal ini mengatur jenis usaha yang dapat dilakukan oleh perusahaan perasuransian. Perusahaan asuransi umum dapat menyediakan pertanggungan untuk kerugian dan tanggung jawab hukum tertanggung, sedangkan perusahaan asuransi jiwa menyediakan pembayaran berdasarkan kematian atau kehidupan tertanggung. Perusahaan reasuransi menyediakan pertanggungan ulang untuk perusahaan asuransi lainnya."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,2,RUANG LINGKUP USAHA PERASURANSIAN,3,Pasal ini mengatur jenis usaha perasuransian syariah. Perusahaan asuransi umum syariah dan asuransi jiwa syariah menyediakan pertanggungan berdasarkan prinsip syariah. Prinsip syariah digunakan sebagai panduan dalam kegiatan perasuransian syariah.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,2,RUANG LINGKUP USAHA PERASURANSIAN,4,"Pasal ini mengatur tentang jenis usaha yang dapat dijalankan oleh perusahaan asuransi. Perusahaan piutang asuransi hanya diizinkan untuk menjalankan Usaha Pialang Asuransi, perusahaan pialang reasuransi hanya boleh melakukan Usaha Pialang Reasuransi, dan perusahaan penilai kerugian asuransi diizinkan untuk melaksanakan Usaha Penilai Kerugian Asuransi."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,2,RUANG LINGKUP USAHA PERASURANSIAN,5,"Pasal ini membahas tentang perluasan ruang lingkup usaha asuransi umum dan asuransi jiwa, serta usaha asuransi umum syariah dan asuransi jiwa syariah. Perluasan ruang lingkup dapat dilakukan sesuai dengan kebutuhan masyarakat, dan bentuk perluasannya dapat berupa penambahan manfaat berdasarkan hasil pengelolaan dana. Ketentuan lebih lanjut terkait perluasan ini diatur dalam Peraturan Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,2,RUANG LINGKUP USAHA PERASURANSIAN,6,"Pasal ini mengatur tentang bentuk badan hukum dari perusahaan perasuransian. Perusahaan perasuransian dapat berbentuk perseroan terbatas, koperasi, atau usaha bersama yang diakui oleh undang-undang."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,3,BENTUK BADAN HUKUM DAN KEPEMILIKAN PERUSAHAAN PERASURANSIAN,7,"Pasal ini membahas tentang kepemilikan perusahaan perasuransian. Perusahaan perasuransian dapat dimiliki oleh warga negara Indonesia atau badan hukum Indonesia yang sepenuhnya dimiliki oleh warga negara Indonesia. Jika melibatkan warga negara asing atau badan hukum asing, harus memenuhi syarat tertentu dan beberapa izin tertentu."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,4,PERIZINAN USAHA,8,Pasal ini mengatur tentang izin usaha perasuransian. Setiap pihak yang ingin melakukan usaha perasuransian harus memperoleh izin dari Otoritas Jasa Keuangan dengan memenuhi persyaratan yang ditetapkan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,4,PERIZINAN USAHA,9,"Pasal ini berbicara tentang proses penolakan permohonan izin usaha perasuransian. Jika permohonan izin usaha ditolak, penolakan harus disampaikan secara tertulis dengan alasan yang jelas."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,4,PERIZINAN USAHA,10,"Pasal ini mengatur tentang kantor perusahaan perasuransian. Perusahaan perasuransian harus melaporkan setiap pembukaan kantor di luar kantor pusatnya kepada Otoritas Jasa Keuangan. Selain itu, perusahaan perasuransian bertanggung jawab penuh atas setiap kantor yang dimilikinya atau dikelolanya atau yang nama atau izinnya diberikan oleh perusahaan perasuransian."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,11,Pasal ini mengatur bahwa perusahaan perasuransian harus menerapkan tata kelola perusahaan yang baik. Rincian mengenai tata kelola tersebut akan diatur lebih lanjut dalam Peraturan Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,12,"Pasal ini menyatakan bahwa anggota direksi, dewan komisaris, atau setara dengannya dalam perusahaan asuransi wajib memenuhi persyaratan kemampuan dan kepatutan. Selanjutnya, peraturan mengenai penilaian kemampuan dan kepatutan akan diatur dalam Peraturan Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,13,"Pasal ini mengharuskan perusahaan asuransi untuk menetapkan minimal satu Pengendali. Jika belum ada Pengendali yang ditetapkan, Otoritas Jasa Keuangan berwenang menetapkan Pengendali tambahan. Peraturan mengenai kriteria Pengendali akan diatur lebih lanjut oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,14,"Pasal ini menyatakan bahwa pihak yang ditetapkan sebagai Pengendali harus dilaporkan kepada Otoritas Jasa Keuangan. Selain itu, perubahan Pengendali juga harus dilaporkan. Pihak yang telah ditetapkan sebagai Pengendali tidak dapat berhenti tanpa persetujuan dari Otoritas Jasa Keuangan. Peraturan mengenai persetujuan berhenti sebagai Pengendali akan diatur lebih lanjut oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,15,Pasal ini menyatakan bahwa Pengendali bertanggung jawab atas kerugian perusahaan akibat tindakan dalam pengendaliannya.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,16,"Pasal ini menentukan bahwa setiap pihak hanya dapat menjadi pemegang saham pengendali pada satu perusahaan asuransi jiwa, satu perusahaan asuransi umum, satu perusahaan reasuransi, satu perusahaan asuransi jiwa syariah, satu perusahaan asuransi umum syariah, dan satu perusahaan reasuransi syariah. Ada pengecualian jika pemegang saham pengendali adalah Negara Republik Indonesia. Peraturan lebih lanjut mengenai pemegang saham pengendali akan diatur oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,17,Pasal ini mewajibkan perusahaan asuransi untuk mempekerjakan tenaga ahli dan aktuaris sesuai dengan jenis dan lini usaha yang diselenggarakan. Rincian lebih lanjut mengenai persyaratan dan jumlah tenaga ahli dan aktuaris akan diatur oleh Peraturan Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,18,Pasal ini mengatur tentang kerja sama perusahaan perasuransian dengan pihak lain. Kerja sama harus memperhatikan izin dan standar seleksi serta akuntabilitas. Peraturan lebih lanjut mengenai kerja sama akan diatur oleh Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,19,Pasal ini menetapkan kewajiban perusahaan asuransi untuk mematuhi ketentuan mengenai kesehatan keuangan. Perusahaan asuransi juga harus melakukan evaluasi terhadap kemampuan dana untuk memenuhi kewajiban yang timbul dari polis serta merencanakan dan menerapkan metode mitigasi risiko. Peraturan lebih lanjut mengenai kesehatan keuangan dan metode mitigasi risiko akan diatur oleh Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,20,"Pasal ini menyatakan bahwa perusahaan asuransi wajib membentuk Dana Jaminan sesuai dengan ketentuan Otoritas Jasa Keuangan. Dana Jaminan tidak boleh digunakan atau dibebani dengan hak apa pun, dan hanya dapat dipindahkan atau dicairkan dengan persetujuan Otoritas Jasa Keuangan. Peraturan lebih lanjut mengenai Dana Jaminan akan diatur oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,21,"Pasal ini mengatur tentang pemisahan kekayaan dan kewajiban terkait dengan hak Pemegang Polis, Tertanggung, atau Peserta dari kekayaan dan kewajiban lain perusahaan asuransi. Untuk perusahaan asuransi jiwa syariah, pemisahan kekayaan dan kewajiban Peserta untuk keperluan saling menolong dalam menghadapi risiko juga harus dipisahkan dari kekayaan dan kewajiban Peserta untuk keperluan investasi."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,22,Pasal ini mewajibkan perusahaan asuransi untuk menyampaikan laporan dan informasi keuangan kepada Otoritas Jasa Keuangan secara berkala melalui media surat kabar dan elektronik. Perusahaan harus memberikan informasi keuangan kepada pihak berkepentingan sesuai dengan peraturan yang berlaku. Laporan keuangan harus diumumkan paling lambat 1 bulan setelah disampaikan kepada Otoritas Jasa Keuangan. Peraturan lebih lanjut akan diatur oleh Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,23,"Pasal ini menyatakan bahwa laporan tertentu dan hasil analisis atas laporan tidak dapat dibuka oleh Otoritas Jasa Keuangan kepada pihak lain kecuali untuk kepentingan penyidikan, peradilan, perpajakan, pelaksanaan tugas Bank Indonesia, atau berdasarkan peraturan perundang-undangan. Ketentuan lebih lanjut mengenai syarat dan tata cara memperoleh laporan tertentu dan hasil analisis diatur oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,24,Pasal ini menetapkan bahwa penutupan asuransi atas Objek Asuransi harus didasarkan pada asas kebebasan memilih Perusahaan Asuransi atau Perusahaan Asuransi Syariah. Penutupan Objek Asuransi harus memperhatikan daya tampung Perusahaan Asuransi dan Perusahaan Asuransi Syariah di dalam negeri. Peraturan lebih lanjut mengenai penutupan Objek Asuransi akan diatur oleh Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,25,"Pasal ini menyatakan bahwa Objek Asuransi di Indonesia hanya dapat diasuransikan pada Perusahaan Asuransi dan Perusahaan Asuransi Syariah yang memiliki izin usaha dari Otoritas Jasa Keuangan, kecuali dalam kondisi tertentu yang dijelaskan dalam ayat (a) dan (b). Ketentuan lebih lanjut mengenai pengecualian penutupan asuransi akan diatur oleh Otoritas Jasa Keuangan."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,26,"Pasal ini menetapkan standar perilaku usaha yang harus dipatuhi oleh Perusahaan Perasuransian. Standar perilaku usaha mencakup beberapa aspek seperti polis, premi atau kontribusi, pengenalan pemegang polis, tertanggung, atau peserta, penyelesaian klaim, keahlian di bidang perasuransian, distribusi atau pemasaran produk, penanganan keluhan pemegang polis, tertanggung, atau peserta, serta standar lain yang berhubungan dengan penyelenggaraan usaha perasuransian."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,27,"Pasal ini mengatur tentang persyaratan dan tata cara pendaftaran bagi pialang asuransi, pialang reasuransi, dan agen asuransi di Otoritas Jasa Keuangan. Mereka wajib memiliki pengetahuan dan kemampuan yang cukup serta reputasi yang baik."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,28,"Pasal ini mengatur tentang pembayaran premi atau kontribusi dalam asuransi. Premi atau kontribusi bisa dibayarkan langsung oleh pemegang polis atau peserta kepada perusahaan asuransi atau melalui agen asuransi. Agen asuransi memerlukan izin dari perusahaan asuransi sebelum menerima pembayaran. Pertanggungan asuransi berlaku setelah premi atau kontribusi diterima, dan agen asuransi tidak boleh menahan atau mengelola premi."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,29,Pasal ini menjelaskan bahwa premi atau kontribusi juga dapat dibayarkan langsung oleh pemegang polis atau peserta kepada perusahaan asuransi atau perusahaan asuransi syariah atau melalui perusahaan pialang asuransi. Perusahaan pialang asuransi harus menyerahkan premi atau kontribusi tersebut kepada perusahaan asuransi dalam jangka waktu yang diatur oleh Otoritas Jasa Keuangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,30,Pasal ini melarang perusahaan pialang asuransi menempatkan penutupan asuransi atau penutupan asuransi syariah pada perusahaan asuransi yang merupakan afiliasi dari pialang asuransi tersebut. Ketentuan serupa juga berlaku untuk perusahaan pialang reasuransi dan penutupan reasuransi atau reasuransi syariah.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,31,"Pasal ini mengatur tentang kewajiban agen asuransi, pialang asuransi, pialang reasuransi, dan perusahaan perasuransian dalam memberikan pelayanan dan informasi yang benar, jujur, dan tidak menyesatkan kepada pemegang polis, tertanggung, atau peserta mengenai produk asuransi atau asuransi syariah yang ditawarkan. Mereka juga harus menangani klaim dan keluhan melalui proses yang cepat, sederhana, mudah diakses, dan adil."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,32,"Pasal ini mewajibkan perusahaan asuransi, perusahaan asuransi syariah, dan perusahaan pialang asuransi menerapkan kebijakan anti pencucian uang dan pencegahan pendanaan terorisme. Mereka juga harus mendapatkan informasi yang cukup mengenai calon pemegang polis, tertanggung, peserta, atau pihak lain yang terkait dengan penutupan asuransi atau asuransi syariah untuk menerapkan kebijakan tersebut."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,33,"Pasal ini melarang setiap orang melakukan pemalsuan atas dokumen perusahaan asuransi, perusahaan asuransi syariah, perusahaan reasuransi, atau perusahaan reasuransi syariah."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,5,PEMELENGGARAAN USAHA,34,Pasal ini menyatakan bahwa anggota direksi atau pihak yang berwenang menandatangani polis di perusahaan asuransi atau asuransi syariah yang dikenai sanksi pembatasan kegiatan usaha tidak diizinkan menandatangani polis baru.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,6,TATA KELOLA USAHA PERASURANSIAN BERBENTUK KOPERASI DAN USAHA BERSAMA,35,Pasal ini menetapkan bahwa perusahaan asuransi dan perusahaan asuransi syariah berbentuk koperasi atau usaha bersama hanya dapat menyelenggarakan jasa asuransi atau asuransi syariah bagi anggotanya. Anggota dari perusahaan tersebut berhak atas seluruh keuntungan dan wajib menanggung seluruh kerugian dari kegiatan usaha sesuai dengan ketentuan peraturan perundang-undangan.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,7,"PENINGKATAN KAPASITAS ASURANSI, ASURANSI SYARIAH, REASURANSI, DAN REASURANSI SYARIAH DALAM NEGERI",36,"Pasal ini mewajibkan perusahaan asuransi, perusahaan asuransi syariah, perusahaan reasuransi, dan perusahaan reasuransi syariah untuk mengoptimalkan pemanfaatan kapasitas asuransi, asuransi syariah, reasuransi, dan reasuransi syariah dalam negeri."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,7,"PENINGKATAN KAPASITAS ASURANSI, ASURANSI SYARIAH, REASURANSI, DAN REASURANSI SYARIAH DALAM NEGERI",37,"Pasal ini mengamanatkan pemerintah dan/atau Otoritas Jasa Keuangan untuk mendorong peningkatan kapasitas asuransi, asuransi syariah, reasuransi, dan reasuransi syariah dalam negeri guna memenuhi kebutuhan pertanggungan asuransi dan reasuransi dalam negeri."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,7,"PENINGKATAN KAPASITAS ASURANSI, ASURANSI SYARIAH, REASURANSI, DAN REASURANSI SYARIAH DALAM NEGERI",38,Pasal ini memberikan kewenangan bagi pemerintah untuk memberikan fasilitas fiskal kepada individu atau badan yang ikut serta dalam kegiatan asuransi dan reasuransi dalam negeri.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,8,PROGRAM ASURANSI WAJIB,39,"Pasal ini mengatur tentang Program Asuransi Wajib yang diselenggarakan secara kompetitif dengan ketentuan tertentu yang harus dipenuhi. Program Asuransi Wajib mencakup cakupan kepesertaan, hak dan kewajiban tertanggung atau peserta, premi atau kontribusi, manfaat atau santunan, tata cara klaim dan pembayaran manfaat atau santunan, kriteria penyelenggara, hak dan kewajiban penyelenggara, serta keterbukaan informasi."
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,9,"PERUBAHAN KEPEMILIKAN, PENGGABUNGAN, DAN PELEBURAN",40,Pasal ini mengatur tentang pembentukan dan tugas Pokja Asuransi Syariah yang bertugas menyusun rencana aksi pengembangan dan pengawasan Asuransi Syariah.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,9,"PERUBAHAN KEPEMILIKAN, PENGGABUNGAN, DAN PELEBURAN",41,Pasal ini mengatur tentang kewajiban penyelenggara dan/atau agen asuransi dalam memberikan informasi yang benar dan jelas mengenai konsekuensi hukum dari ketidakbenaran atau kelalaian dalam menjalankan kewajiban dari perusahaan asuransi dan perusahaan asuransi syariah.
17,Undang-Undang_No.40_Tahun_2014.pdf,2,UU dan PERPU,40,2014,,PERASURANSIAN,10,"PEMBUBARAN, LIKUIDASI, DAN KEPAILITAN",42,"Pasal ini mengatur tentang penghentian kegiatan usaha perusahaan asuransi atau perusahaan asuransi syariah. Perusahaan yang menghentikan kegiatan usahanya harus melaporkan rencana penghentian kegiatan usaha kepada Otoritas Jasa Keuangan. Setelah menyelesaikan seluruh kewajiban, Otoritas Jasa Keuangan dapat mencabut izin usaha perusahaan yang bersangkutan."
